ADRESSEID;TYPE;KOMMUNENR;ADRESSEKODE;ADRESSENAVN;KORTADRESSENAVN;NR;BOKSTAV;GARDSNR;BRUKSNR;FESTENR;SEKSJONSNR;UNDERNR;KORTADRESSETILLEGGSNAVN;TILLEGGSNAVNKILDEKODE;TILLEGGSNAVNKILDENAVN;KOORDINATSYSTEMKODE;NORD;OST;GRUNNKRETSNR;GRUNNKRETSNAVN;KIRKESOGNNR;KIRKESOGNNAVN;TETTSTEDNR;TETTSTEDNAVN;VALGKRETSNR;VALGKRETSNAVN;POSTNUMMER;POSTNUMMEROMRADE
292203773;Vegadresse;2111;1238;Vei 238;Vei 238;16;;22;120;0;0;;;;;23;8683092.0;514978.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203762;Vegadresse;2111;1230;Vei 230;Vei 230;1;;22;220;0;0;;;;;23;8682774.0;514694.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203763;Vegadresse;2111;1230;Vei 230;Vei 230;3;;22;221;0;0;;;;;23;8682786.0;514703.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203761;Vegadresse;2111;1230;Vei 230;Vei 230;27;;22;233;0;0;;;;;23;8682831.0;514793.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203766;Vegadresse;2111;1230;Vei 230;Vei 230;9;;22;224;0;0;;;;;23;8682821.0;514731.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203767;Vegadresse;2111;1230;Vei 230;Vei 230;11;;22;225;0;0;;;;;23;8682836.0;514742.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203764;Vegadresse;2111;1230;Vei 230;Vei 230;5;;22;222;0;0;;;;;23;8682797.0;514712.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292203765;Vegadresse;2111;1230;Vei 230;Vei 230;7;;22;223;0;0;;;;;23;8682809.0;514721.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
525652660;Vegadresse;2111;1612;Vei 612;Vei 612;11;;22;601;0;0;;;;;23;8683805.4;513797.7;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
525652661;Vegadresse;2111;1612;Vei 612;Vei 612;13;;22;600;0;0;;;;;23;8683820.6;513758.6;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
525652657;Vegadresse;2111;1612;Vei 612;Vei 612;5;;22;275;0;0;;;;;23;8683753.2;513905.6;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
525652658;Vegadresse;2111;1612;Vei 612;Vei 612;7;;22;603;0;0;;;;;23;8683777.6;513874.2;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
525652659;Vegadresse;2111;1612;Vei 612;Vei 612;9;;22;602;0;0;;;;;23;8683789.5;513837.5;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204394;Vegadresse;2111;1238;Vei 238;Vei 238;48;A;22;586;0;0;;;;;23;8683014.0;515180.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204395;Vegadresse;2111;1238;Vei 238;Vei 238;48;B;22;586;0;0;;;;;23;8683012.0;515184.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204392;Vegadresse;2111;1212;Vei 212;Vei 212;7;D;22;447;0;0;;;;;23;8682037.0;514171.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204393;Vegadresse;2111;1238;Vei 238;Vei 238;46;;22;586;0;0;;;;;23;8683016.0;515176.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204398;Vegadresse;2111;1238;Vei 238;Vei 238;52;A;22;586;0;0;;;;;23;8683004.0;515196.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
468315629;Vegadresse;2111;1604;Vei 604;Vei 604;9;A;22;623;0;0;;;;;23;8683483.9;514622.2;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204399;Vegadresse;2111;1238;Vei 238;Vei 238;52;B;22;586;0;0;;;;;23;8683001.0;515201.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204396;Vegadresse;2111;1238;Vei 238;Vei 238;50;A;22;586;0;0;;;;;23;8683009.0;515188.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204397;Vegadresse;2111;1238;Vei 238;Vei 238;50;B;22;586;0;0;;;;;23;8683007.0;515192.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204386;Vegadresse;2111;1212;Vei 212;Vei 212;27;;22;444;0;0;;;;;23;8682174.0;514107.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204387;Vegadresse;2111;1212;Vei 212;Vei 212;29;;22;444;0;0;;;;;23;8682181.0;514109.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204384;Vegadresse;2111;1212;Vei 212;Vei 212;23;;22;444;0;0;;;;;23;8682160.0;514105.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204385;Vegadresse;2111;1212;Vei 212;Vei 212;25;;22;444;0;0;;;;;23;8682167.0;514106.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204390;Vegadresse;2111;1212;Vei 212;Vei 212;7;B;22;447;0;0;;;;;23;8682036.0;514166.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204391;Vegadresse;2111;1212;Vei 212;Vei 212;7;C;22;447;0;0;;;;;23;8682041.0;514168.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204388;Vegadresse;2111;1212;Vei 212;Vei 212;31;;22;444;0;0;;;;;23;8682187.0;514111.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204389;Vegadresse;2111;1212;Vei 212;Vei 212;7;A;22;447;0;0;;;;;23;8682040.0;514163.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204410;Vegadresse;2111;1218;Vei 218;Vei 218;5;;22;583;0;0;;;;;23;8682249.0;514165.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204411;Vegadresse;2111;1309;Vei 309;Vei 309;3;B;22;43;0;0;;;;;23;8683262.0;514145.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204408;Vegadresse;2111;1232;Vei 232;Vei 232;3;A;22;575;0;0;;;;;23;8682998.0;514912.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204409;Vegadresse;2111;1232;Vei 232;Vei 232;3;B;22;575;0;0;;;;;23;8682990.0;514934.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204414;Vegadresse;2111;1232;Vei 232;Vei 232;48;A;22;244;0;0;;;;;23;8682895.0;515155.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204415;Vegadresse;2111;1232;Vei 232;Vei 232;48;B;22;244;0;0;;;;;23;8682893.0;515164.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204412;Vegadresse;2111;1307;Vei 307;Vei 307;2;A;22;43;0;0;;;;;23;8683211.0;514199.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204413;Vegadresse;2111;1307;Vei 307;Vei 307;2;B;22;43;0;0;;;;;23;8683222.0;514208.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204402;Vegadresse;2111;1238;Vei 238;Vei 238;23;C;22;88;0;0;;;;;23;8683077.0;515138.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204403;Vegadresse;2111;1238;Vei 238;Vei 238;23;A;22;585;0;0;;;;;23;8683115.0;515124.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204400;Vegadresse;2111;1238;Vei 238;Vei 238;54;A;22;586;0;0;;;;;23;8682997.0;515207.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204401;Vegadresse;2111;1238;Vei 238;Vei 238;54;B;22;586;0;0;;;;;23;8682994.0;515212.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204406;Vegadresse;2111;1401;Vei 401;Vei 401;42;;22;594;0;0;;;;;23;8683363.0;515014.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204407;Vegadresse;2111;1705;Vei 705;Vei 705;1;;22;589;0;0;;;;;23;8684695.0;511178.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204404;Vegadresse;2111;1238;Vei 238;Vei 238;23;B;22;585;0;0;;;;;23;8683107.0;515138.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204405;Vegadresse;2111;1605;Vei 605;Vei 605;10;;22;416;0;0;;;;;23;8683325.0;514415.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204362;Vegadresse;2111;1306;Vei 306;Vei 306;2;B;22;157;0;0;;;;;23;8683381.0;514300.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
423935844;Vegadresse;2111;1210;Vei 210;Vei 210;17;;22;637;0;0;;;;;23;8682069.8;514096.4;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204363;Vegadresse;2111;1306;Vei 306;Vei 306;4;A;22;156;0;0;;;;;23;8683356.0;514316.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
423935845;Vegadresse;2111;1210;Vei 210;Vei 210;19;;22;637;0;0;;;;;23;8682080.2;514096.3;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204360;Vegadresse;2111;1219;Vei 219;Vei 219;8;D;22;320;0;0;;;;;23;8682408.0;514283.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204361;Vegadresse;2111;1306;Vei 306;Vei 306;2;A;22;157;0;0;;;;;23;8683395.0;514290.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204366;Vegadresse;2111;6064;Vei 6064;Vei 6064;2;C;22;516;0;0;;;;;23;8683602.0;514597.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
423935840;Vegadresse;2111;1210;Vei 210;Vei 210;9;;22;637;0;0;;;;;23;8682042.2;514095.8;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204367;Vegadresse;2111;1605;Vei 605;Vei 605;8;;22;588;0;0;;;;;23;8683344.0;514407.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
423935841;Vegadresse;2111;1210;Vei 210;Vei 210;11;;22;637;0;0;;;;;23;8682052.3;514096.1;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204364;Vegadresse;2111;1306;Vei 306;Vei 306;4;B;22;156;0;0;;;;;23;8683343.0;514327.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
423935842;Vegadresse;2111;1210;Vei 210;Vei 210;13;;22;637;0;0;;;;;23;8682056.0;514096.4;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204365;Vegadresse;2111;1309;Vei 309;Vei 309;4;;22;322;0;0;;;;;23;8683250.0;514300.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
423935843;Vegadresse;2111;1210;Vei 210;Vei 210;15;;22;637;0;0;;;;;23;8682066.5;514096.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204354;Vegadresse;2111;1219;Vei 219;Vei 219;6;A;22;319;0;0;;;;;23;8682435.0;514303.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204355;Vegadresse;2111;1219;Vei 219;Vei 219;6;B;22;319;0;0;;;;;23;8682431.0;514298.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204352;Vegadresse;2111;1219;Vei 219;Vei 219;10;C;22;321;0;0;;;;;23;8682398.0;514268.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204353;Vegadresse;2111;1219;Vei 219;Vei 219;10;D;22;321;0;0;;;;;23;8682393.0;514270.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204358;Vegadresse;2111;1219;Vei 219;Vei 219;8;B;22;327;0;0;;;;;23;8682413.0;514291.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204359;Vegadresse;2111;1219;Vei 219;Vei 219;8;C;22;320;0;0;;;;;23;8682412.0;514281.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204356;Vegadresse;2111;1219;Vei 219;Vei 219;6;C;22;319;0;0;;;;;23;8682427.0;514294.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204357;Vegadresse;2111;1219;Vei 219;Vei 219;8;A;22;327;0;0;;;;;23;8682420.0;514290.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204378;Vegadresse;2111;1212;Vei 212;Vei 212;17;A;22;424;0;0;;;;;23;8682094.0;514090.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204379;Vegadresse;2111;1212;Vei 212;Vei 212;17;B;22;424;0;0;;;;;23;8682102.0;514087.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204376;Vegadresse;2111;1212;Vei 212;Vei 212;15;C;22;424;0;0;;;;;23;8682111.0;514100.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204377;Vegadresse;2111;1212;Vei 212;Vei 212;15;D;22;424;0;0;;;;;23;8682118.0;514101.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204382;Vegadresse;2111;1212;Vei 212;Vei 212;19;;22;297;0;0;;;;;23;8682137.0;514121.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204383;Vegadresse;2111;1212;Vei 212;Vei 212;21;;22;297;0;0;;;;;23;8682137.0;514137.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204380;Vegadresse;2111;1212;Vei 212;Vei 212;17;C;22;424;0;0;;;;;23;8682109.0;514088.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204381;Vegadresse;2111;1212;Vei 212;Vei 212;17;D;22;424;0;0;;;;;23;8682117.0;514088.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204370;Vegadresse;2111;1212;Vei 212;Vei 212;3;;22;339;0;0;;;;;23;8682000.0;514133.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204371;Vegadresse;2111;1212;Vei 212;Vei 212;5;;22;340;0;0;;;;;23;8682027.0;514129.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204368;Vegadresse;2111;1212;Vei 212;Vei 212;11;;22;159;0;0;;;;;23;8682071.0;514184.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204369;Vegadresse;2111;1212;Vei 212;Vei 212;1;;22;339;0;0;;;;;23;8681987.0;514137.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204374;Vegadresse;2111;1212;Vei 212;Vei 212;15;A;22;424;0;0;;;;;23;8682098.0;514101.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204375;Vegadresse;2111;1212;Vei 212;Vei 212;15;B;22;424;0;0;;;;;23;8682105.0;514101.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204372;Vegadresse;2111;1212;Vei 212;Vei 212;9;;22;447;0;0;;;;;23;8682023.0;514173.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204373;Vegadresse;2111;1212;Vei 212;Vei 212;13;;22;161;0;0;;;;;23;8682071.0;514135.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204330;Vegadresse;2111;1212;Vei 212;Vei 212;8;;22;446;0;0;;;;;23;8682114.1;514222.7;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204331;Vegadresse;2111;1212;Vei 212;Vei 212;10;;22;446;0;0;;;;;23;8682114.2;514215.3;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204328;Vegadresse;2111;1401;Vei 401;Vei 401;51;;22;568;0;0;;;;;23;8683396.0;515158.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204329;Vegadresse;2111;1223;Vei 223;Vei 223;8;;22;515;0;0;;;;;23;8682706.0;514517.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204334;Vegadresse;2111;1228;Vei 228;Vei 228;4;B;22;502;0;0;;;;;23;8682572.0;514522.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204335;Vegadresse;2111;1228;Vei 228;Vei 228;4;C;22;502;0;0;;;;;23;8682568.0;514517.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204332;Vegadresse;2111;1212;Vei 212;Vei 212;12;;22;446;0;0;;;;;23;8682114.3;514208.7;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204333;Vegadresse;2111;1212;Vei 212;Vei 212;14;;22;446;0;0;;;;;23;8682114.2;514202.4;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204322;Vegadresse;2111;1309;Vei 309;Vei 309;3;A;22;43;0;0;;;;;23;8683268.0;514145.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204323;Vegadresse;2111;1309;Vei 309;Vei 309;3;C;22;43;0;0;;;;;23;8683256.0;514145.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204320;Vegadresse;2111;1216;Vei 216;Vei 216;3;B;22;445;0;0;;;;;23;8682178.0;514182.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204321;Vegadresse;2111;1216;Vei 216;Vei 216;3;C;22;445;0;0;;;;;23;8682178.0;514189.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204326;Vegadresse;2111;1401;Vei 401;Vei 401;32;;22;254;0;0;;;;;23;8683391.0;514996.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204327;Vegadresse;2111;1401;Vei 401;Vei 401;16;;22;346;0;0;;;;;23;8683390.0;514877.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204324;Vegadresse;2111;1222;Vei 222;Vei 222;3;A;22;425;0;0;;;;;23;8682284.0;514325.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204325;Vegadresse;2111;1606;Vei 606;Vei 606;1;A;22;490;0;0;;;;;23;8683480.0;514531.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204346;Vegadresse;2111;1219;Vei 219;Vei 219;12;B;22;290;0;0;;;;;23;8682492.0;514283.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204347;Vegadresse;2111;1219;Vei 219;Vei 219;14;B;22;134;0;0;;;;;23;8682481.0;514275.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204344;Vegadresse;2111;1219;Vei 219;Vei 219;16;A;22;147;0;0;;;;;23;8682469.0;514276.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204345;Vegadresse;2111;1219;Vei 219;Vei 219;18;A;22;154;0;0;;;;;23;8682458.0;514269.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204350;Vegadresse;2111;1219;Vei 219;Vei 219;10;A;22;321;0;0;;;;;23;8682404.0;514275.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204351;Vegadresse;2111;1219;Vei 219;Vei 219;10;B;22;321;0;0;;;;;23;8682399.0;514278.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204348;Vegadresse;2111;1219;Vei 219;Vei 219;16;B;22;288;0;0;;;;;23;8682471.0;514266.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204349;Vegadresse;2111;1219;Vei 219;Vei 219;18;B;22;129;0;0;;;;;23;8682463.0;514257.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204338;Vegadresse;2111;1108;Vei 108;Vei 108;1;;22;578;0;0;;;;;23;8682223.0;514008.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
310084643;Vegadresse;2111;1505;Vei 505;Vei 505;5;;22;630;0;0;;;;;23;8682735.6;514364.1;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204339;Vegadresse;2111;1222;Vei 222;Vei 222;1;A;22;468;0;0;;;;;23;8682338.0;514309.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
310084642;Vegadresse;2111;1505;Vei 505;Vei 505;3;;22;629;0;0;;;;;23;8682759.7;514418.4;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204336;Vegadresse;2111;1228;Vei 228;Vei 228;4;D;22;502;0;0;;;;;23;8682566.0;514512.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
310084641;Vegadresse;2111;1505;Vei 505;Vei 505;1;;22;629;0;0;;;;;23;8682796.6;514409.5;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204337;Vegadresse;2111;1228;Vei 228;Vei 228;4;A;22;7;0;0;;;;;23;8682575.0;514531.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204342;Vegadresse;2111;1219;Vei 219;Vei 219;12;A;22;136;0;0;;;;;23;8682490.0;514291.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204343;Vegadresse;2111;1219;Vei 219;Vei 219;14;A;22;289;0;0;;;;;23;8682478.0;514285.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204340;Vegadresse;2111;1223;Vei 223;Vei 223;9;A;22;246;0;0;;;;;23;8682738.0;514503.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
310084644;Vegadresse;2111;1505;Vei 505;Vei 505;7;;22;630;0;0;;;;;23;8682699.7;514372.8;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204341;Vegadresse;2111;1223;Vei 223;Vei 223;9;B;22;246;0;0;;;;;23;8682760.0;514501.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204298;Vegadresse;2111;1232;Vei 232;Vei 232;561;;22;522;0;0;;;;;23;8682682.0;515365.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204299;Vegadresse;2111;1232;Vei 232;Vei 232;563;;22;522;0;0;;;;;23;8682690.0;515345.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204296;Vegadresse;2111;1232;Vei 232;Vei 232;557;;22;522;0;0;;;;;23;8682678.0;515375.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204297;Vegadresse;2111;1232;Vei 232;Vei 232;559;;22;522;0;0;;;;;23;8682680.0;515370.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204302;Vegadresse;2111;1509;Vei 509;Vei 509;2;;22;573;0;0;;;;;23;8683170.0;514644.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204303;Vegadresse;2111;1509;Vei 509;Vei 509;4;;22;535;0;0;;;;;23;8683206.0;514627.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204300;Vegadresse;2111;1232;Vei 232;Vei 232;565;;22;522;0;0;;;;;23;8682693.0;515329.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204301;Vegadresse;2111;1232;Vei 232;Vei 232;544;;22;473;0;0;;;;;23;8682729.0;515160.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204290;Vegadresse;2111;1232;Vei 232;Vei 232;45;D;22;272;0;0;;;;;23;8682893.0;515258.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204291;Vegadresse;2111;1606;Vei 606;Vei 606;1;B;22;572;0;0;;;;;23;8683496.0;514545.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204288;Vegadresse;2111;1232;Vei 232;Vei 232;45;E;22;273;0;0;;;;;23;8682889.0;515271.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204289;Vegadresse;2111;1232;Vei 232;Vei 232;45;C;22;273;0;0;;;;;23;8682899.0;515240.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
292204294;Vegadresse;2111;1232;Vei 232;Vei 232;553;;22;522;0;0;;;;;23;8682674.0;515384.0;101;Spitsbergen;11010801;Svalbard;;;1;Svalbard;9170;LONGYEARBYEN;
